t,lead_I
16511.1,-105445.70000000001
16513.1,-105426.45000000001
16515.1,-105410.70000000001
16517.1,-105395.30000000002
16519.1,-105371.70000000001
16521.0,-105336.00000000001
16523.0,-105296.35000000002
16525.0,-105261.50000000001
16527.0,-105228.80000000002
16529.0,-105192.05000000002
16531.0,-105152.15000000001
16533.0,-105114.3
16535.0,-105082.39999999998
16537.0,-105057.04999999997
16539.0,-105031.69999999998
16541.0,-104997.19999999998
16543.0,-104957.04999999999
16545.0,-104925.2
16547.0,-104904.4
16549.0,-104881.55
16551.0,-104848.25000000001
16553.0,-104810.65000000001
16555.0,-104777.90000000001
16557.0,-104753.2
16559.0,-104734.55
16561.0,-104717.35
16563.0,-104698.84999999999
16565.0,-104682.69999999998
16567.0,-104674.34999999999
16569.0,-104671.90000000001
16571.0,-104665.55
16573.0,-104647.70000000003
16575.0,-104622.60000000002
16577.0,-104602.90000000001
16579.0,-104593.85
16581.0,-104586.20000000001
16583.0,-104567.80000000002
16585.0,-104540.65000000002
16587.0,-104518.75000000001
16589.0,-104509.20000000001
16591.0,-104502.40000000001
16592.97,-104485.85
16594.95,-104462.3
16596.93,-104445.0
16598.9,-104437.7
16600.9,-104429.75
16602.9,-104411.34999999999
16604.9,-104384.65
16606.9,-104358.5
16608.9,-104338.70000000001
16610.9,-104325.6
16612.9,-104314.8
16614.9,-104299.75
16616.9,-104277.60000000002
16618.9,-104252.85000000002
16620.9,-104230.60000000002
16622.9,-104209.10000000002
16624.9,-104183.40000000002
16626.9,-104153.95000000003
16628.9,-104126.85000000002
16630.9,-104105.40000000002
16632.9,-104084.95
16634.9,-104057.34999999999
16636.9,-104021.8
16638.9,-103988.6
16640.9,-103967.1
16642.9,-103951.85
16644.9,-103929.2
16646.9,-103896.7
16648.9,-103865.95000000001
16650.9,-103843.90000000001
16652.9,-103823.35
16654.9,-103796.65000000001
16656.9,-103768.70000000001
16658.9,-103749.15000000002
16660.9,-103738.85000000002
16662.9,-103730.15000000002
16664.9,-103715.00000000001
16666.9,-103690.60000000002
16668.9,-103661.75000000001
16670.9,-103637.40000000002
16672.88,-103619.55000000002
16674.85,-103600.70000000003
16676.82,-103576.45000000003
16678.8,-103552.45000000003
16680.8,-103534.25000000001
16682.8,-103520.0
16684.8,-103505.4
16686.8,-103487.20000000001
16688.8,-103464.09999999999
16690.8,-103441.95
16692.8,-103430.1
16694.8,-103426.24999999999
16696.8,-103416.55
16698.8,-103395.85
16700.8,-103374.2
16702.8,-103360.3
16704.8,-103350.84999999999
16706.8,-103337.75000000001
16708.8,-103318.05
16710.8,-103297.45000000001
16712.8,-103285.35
16714.8,-103282.15000000001
16716.8,-103275.85
16718.8,-103257.05000000002
16720.8,-103230.50000000001
16722.8,-103206.7
16724.8,-103187.6
16726.8,-103165.20000000001
16728.8,-103132.40000000001
16730.8,-103092.8
16732.8,-103056.45000000001
16734.8,-103025.45000000001
16736.8,-102991.65000000001
16738.8,-102950.10000000002
16740.8,-102905.90000000001
16742.8,-102866.90000000001
16744.8,-102836.05
16746.8,-102809.54999999999
16748.8,-102779.00000000001
16750.8,-102740.65000000002
16752.78,-102700.85000000002
16754.75,-102667.00000000001
16756.72,-102637.25000000001
16758.7,-102604.55
16760.7,-102565.4
16762.7,-102522.85
16764.7,-102485.35000000002
16766.7,-102459.50000000003
16768.7,-102439.80000000002
16770.7,-102413.30000000002
16772.7,-102377.2
16774.7,-102341.25
16776.7,-102311.5
16778.7,-102282.34999999999
16780.7,-102246.35
16782.7,-102203.95000000001
16784.7,-102163.94999999998
16786.7,-102135.1
16788.7,-102114.2
16790.7,-102086.35
16792.7,-102044.95
16794.7,-102004.05
16796.7,-101978.65000000002
16798.7,-101963.95000000003
16800.7,-101947.65000000002
16802.7,-101928.85000000002
16804.7,-101913.05000000002
16806.7,-101900.75000000001
16808.7,-101889.70000000001
16810.7,-101878.75000000001
16812.7,-101866.95000000001
16814.7,-101856.95
16816.7,-101854.24999999999
16818.7,-101858.24999999999
16820.7,-101860.65
16822.7,-101856.05
16824.7,-101847.00000000001
16826.7,-101840.75000000001
16828.7,-101844.35
16830.7,-101857.3
16832.68,-101868.75000000001
16834.65,-101867.90000000001
16836.63,-101857.6
16838.6,-101850.0
16840.6,-101849.35000000002
16842.6,-101845.30000000002
16844.6,-101827.2
16846.6,-101800.79999999999
16848.6,-101780.99999999999
16850.6,-101768.65
16852.6,-101750.30000000002
16854.6,-101721.60000000002
16856.6,-101694.95000000001
16858.6,-101682.40000000002
16860.6,-101683.50000000001
16862.6,-101686.90000000002
16864.6,-101679.20000000001
16866.6,-101658.05
16868.6,-101633.9
16870.6,-101610.54999999999
16872.6,-101576.35
16874.6,-101522.04999999999
16876.6,-101445.8
16878.6,-101341.05
16880.6,-101206.35
16882.6,-101058.75000000001
16884.6,-100910.35
16886.6,-100750.40000000001
16888.6,-100573.95000000001
16890.6,-100402.95000000001
16892.6,-100260.40000000001
16894.6,-100148.30000000002
16896.6,-100058.35000000002
16898.6,-99984.45000000001
16900.6,-99926.00000000001
16902.6,-99890.29999999999
16904.6,-99879.34999999999
16906.6,-99873.5
16908.6,-99851.84999999999
16910.6,-99825.15
16912.57,-99820.3
16914.55,-99840.70000000001
16916.53,-99873.05
16918.5,-99919.85
16920.5,-99992.95
16922.5,-100090.6
16924.5,-100204.40000000001
16926.5,-100329.50000000001
16928.5,-100454.50000000001
16930.5,-100563.30000000002
16932.5,-100651.3
16934.5,-100720.1
16936.5,-100763.19999999998
16938.5,-100773.25
16940.5,-100753.15
16942.5,-100712.49999999999
16944.5,-100663.74999999999
16946.5,-100620.04999999999
16948.5,-100584.85
16950.5,-100550.05
16952.5,-100510.70000000001
16954.5,-100473.40000000001
16956.5,-100446.6
16958.5,-100429.15000000001
16960.5,-100410.75000000001
16962.5,-100382.15000000001
16964.5,-100345.8
16966.5,-100314.4
16968.5,-100295.15
16970.5,-100279.85
16972.5,-100257.15000000001
16974.5,-100229.25000000003
16976.5,-100208.45000000003
16978.5,-100197.85000000002
16980.5,-100185.90000000001
16982.5,-100162.2
16984.5,-100130.6
16986.5,-100102.10000000002
16988.5,-100081.65000000002
16990.5,-100064.85000000002
16992.47,-100043.65000000001
16994.45,-100014.25
16996.43,-99981.15
16998.4,-99951.34999999999
17000.4,-99925.6
17002.4,-99899.8
17004.4,-99872.7
17006.4,-99845.65000000002
17008.4,-99819.55000000002
17010.4,-99796.95000000001
17012.4,-99778.3
17014.4,-99756.40000000001
17016.4,-99725.35
17018.4,-99693.7
17020.4,-99674.85
17022.4,-99666.75000000001
17024.4,-99654.75000000001
17026.4,-99632.1
17028.4,-99605.55000000002
17030.4,-99582.95000000001
17032.4,-99563.25
17034.4,-99538.75
17036.4,-99505.3
17038.4,-99469.85
17040.4,-99442.55
17042.4,-99421.80000000002
17044.4,-99395.8
17046.4,-99360.65000000001
17048.4,-99326.50000000001
17050.4,-99301.85
17052.4,-99281.85
17054.4,-99256.15000000001
17056.4,-99221.75
17058.4,-99184.15
17060.4,-99148.1
17062.4,-99112.3
17064.4,-99073.0
17066.4,-99028.90000000001
17068.4,-98982.70000000001
17070.4,-98939.80000000002
17072.38,-98904.90000000002
17074.35,-98876.70000000001
17076.32,-98847.90000000001
17078.3,-98812.70000000001
17080.3,-98773.25000000001
17082.3,-98736.85
17084.3,-98706.90000000001
17086.3,-98677.35
17088.3,-98639.25
17090.3,-98593.20000000001
17092.3,-98549.5
17094.3,-98512.85
17096.3,-98475.25000000001
17098.3,-98429.20000000001
17100.3,-98381.20000000001
17102.3,-98343.60000000002
17104.3,-98317.10000000002
17106.3,-98290.75
17108.3,-98257.00000000001
17110.3,-98219.90000000002
17112.3,-98187.95000000003
17114.3,-98163.35000000002
17116.3,-98139.25
17118.3,-98107.70000000001
17120.3,-98070.3
17122.3,-98037.29999999999
17124.3,-98014.75
17126.3,-97998.25
17128.3,-97979.64999999998
17130.3,-97956.19999999998
17132.3,-97932.75
17134.3,-97917.34999999999
17136.3,-97912.25
17138.3,-97910.09999999999
17140.3,-97901.15000000001
17142.3,-97883.5
17144.3,-97865.0
17146.3,-97854.7
17148.3,-97851.54999999999
17150.3,-97844.55
17152.28,-97829.05
17154.25,-97816.34999999999
17156.22,-97818.05000000002
17158.2,-97828.15000000002
17160.2,-97830.55000000002
17162.2,-97819.65000000002
17164.2,-97806.00000000001
17166.2,-97801.90000000002
17168.2,-97806.05000000002
17170.2,-97806.1
17172.2,-97796.85
17174.2,-97788.1
17176.2,-97790.49999999999
17178.2,-97800.85
17180.2,-97808.20000000001
17182.2,-97809.05000000002
17184.2,-97809.85
17186.2,-97816.55
17188.2,-97827.0
17190.2,-97835.3
17192.2,-97839.05
17194.2,-97840.45000000001
17196.2,-97843.15000000001
17198.2,-97849.35000000002
17200.2,-97857.75000000001
17202.2,-97863.80000000002
17204.2,-97865.3
17206.2,-97867.4
17208.2,-97877.45000000001
17210.2,-97894.44999999998
17212.2,-97907.79999999999
17214.2,-97909.40000000001
17216.2,-97903.35
17218.2,-97900.85000000002
17220.2,-97905.80000000002
17222.2,-97909.55
17224.2,-97901.95
17226.2,-97884.8
17228.2,-97869.75000000001
17230.2,-97861.9
17232.18,-97853.2
17234.15,-97835.6
17236.13,-97813.99999999999
17238.1,-97798.94999999998
17240.1,-97791.89999999998
17242.1,-97785.44999999998
17244.1,-97773.59999999999
17246.1,-97756.75
17248.1,-97739.9
17250.1,-97727.80000000002
17252.1,-97719.20000000001
17254.1,-97707.1
17256.1,-97687.65000000001
17258.1,-97664.70000000001
17260.1,-97644.0
17262.1,-97626.15000000001
17264.1,-97607.15000000001
17266.1,-97584.25
17268.1,-97559.85
17270.1,-97538.84999999999
17272.1,-97521.9
17274.1,-97503.7
17276.1,-97479.1
17278.1,-97450.65
17280.1,-97427.34999999999
17282.1,-97413.55
17284.1,-97401.35
17286.1,-97380.0
17288.1,-97350.15
17290.1,-97321.05
17292.1,-97297.79999999999
17294.1,-97279.04999999999
17296.1,-97261.89999999998
17298.1,-97244.09999999999
17300.1,-97228.15000000001
17302.1,-97221.75
17304.1,-97225.50000000001
17306.1,-97226.25000000001
17308.1,-97214.95
17310.1,-97201.64999999998
17312.07,-97199.8
17314.05,-97206.15000000001
17316.03,-97208.20000000001
17318.0,-97201.35
17320.0,-97190.45
17322.0,-97182.59999999999
17324.0,-97180.7
17326.0,-97178.85
17328.0,-97169.70000000001
17330.0,-97157.45000000001
17332.0,-97151.7
17334.0,-97150.5
17336.0,-97143.95
17338.0,-97129.0
17340.0,-97107.8
17342.0,-97083.5
17344.0,-97064.85000000002
17346.0,-97059.30000000002
17348.0,-97057.70000000001
17350.0,-97044.45
17352.0,-97022.49999999999
17354.0,-97008.9
17356.0,-97008.3
17358.0,-97008.34999999999
17360.0,-96999.40000000001
17362.0,-96984.3
17364.0,-96972.45
17366.0,-96970.45000000001
17368.0,-96972.5
17370.0,-96964.40000000002
17372.0,-96945.50000000003
17374.0,-96932.10000000002
17376.0,-96930.30000000002
17378.0,-96929.30000000002
17380.0,-96926.35000000003
17382.0,-96925.65000000002
17384.0,-96917.80000000002
17386.0,-96895.90000000002
17388.0,-96875.95000000001
17390.0,-96868.20000000001
17391.97,-96856.85000000002
17393.95,-96834.05000000002
17395.93,-96817.5
17397.9,-96816.65
17399.9,-96817.09999999999
17401.9,-96805.59999999999
17403.9,-96782.5
17405.9,-96753.65
17407.9,-96730.6
17409.9,-96722.95000000001
17411.9,-96719.75
17413.9,-96700.75
17415.9,-96669.9
17417.9,-96648.79999999999
17419.9,-96639.30000000002
17421.9,-96625.85000000002
17423.9,-96608.25000000001
17425.9,-96597.1
17427.9,-96590.7
17429.9,-96584.19999999998
17431.9,-96580.45
17433.9,-96574.05
17435.9,-96553.9
17437.9,-96527.65000000001
17439.9,-96512.25000000001
17441.9,-96506.65000000001
17443.9,-96499.0
17445.9,-96486.9
17447.9,-96472.75
17449.9,-96458.0
17451.9,-96448.24999999999
17453.9,-96447.05
17455.9,-96447.29999999999
17457.9,-96441.34999999999
17459.9,-96432.0
17461.9,-96426.80000000002
17463.9,-96426.95000000001
17465.9,-96425.50000000001
17467.9,-96413.95
17469.9,-96393.3
17471.88,-96375.0
17473.85,-96364.59999999999
17475.82,-96352.55
17477.8,-96329.65000000001
17479.8,-96301.8
17481.8,-96280.05000000002
17483.8,-96267.25
17485.8,-96259.4
17487.8,-96250.25
17489.8,-96234.74999999999
17491.8,-96216.2
17493.8,-96203.5
17495.8,-96194.95
17497.8,-96178.90000000001
17499.8,-96154.4
17501.8,-96132.90000000001
17503.8,-96118.1
17505.8,-96103.20000000001
17507.8,-96086.50000000001
17509.8,-96073.4
17511.8,-96066.15
17513.8,-96063.79999999999
17515.8,-96065.6
17517.8,-96067.30000000002
17519.8,-96062.55000000002
17521.8,-96051.85000000002
17523.8,-96041.25000000001
17525.8,-96032.15000000001
17527.8,-96020.1
17529.8,-96002.29999999999
17531.8,-95980.5
17533.8,-95959.09999999999
17535.8,-95943.15
17537.8,-95933.05
17539.8,-95921.40000000001
17541.8,-95901.95
17543.8,-95880.2
17545.8,-95866.85
17547.8,-95861.34999999999
17549.8,-95850.05
17551.78,-95823.65000000001
17553.75,-95790.30000000002
17555.72,-95765.15000000001
17557.7,-95750.55000000002
17559.7,-95735.55
17561.7,-95713.7
17563.7,-95690.55
17565.7,-95672.6
17567.7,-95658.45
17569.7,-95642.4
17571.7,-95620.75
17573.7,-95594.65
17575.7,-95569.84999999999
17577.7,-95550.69999999998
17579.7,-95534.35
17581.7,-95515.8
17583.7,-95497.85
17585.7,-95487.80000000002
17587.7,-95486.45000000001
17589.7,-95488.6
17591.7,-95490.9
17593.7,-95492.2
17595.7,-95490.8
17597.7,-95489.05000000002
17599.7,-95491.90000000002
17601.7,-95495.85000000002
17603.7,-95491.45000000003
17605.7,-95481.1
17607.7,-95478.95
17609.7,-95489.45000000001
17611.7,-95501.90000000002
17613.7,-95508.55000000003
17615.7,-95514.05000000002
17617.7,-95525.5
17619.7,-95543.45
17621.7,-95560.45000000001
17623.7,-95565.45000000001
17625.7,-95556.9
17627.7,-95548.7
17629.7,-95551.75
17631.68,-95557.2
17633.65,-95551.5
17635.63,-95538.20000000001
17637.6,-95530.50000000001
17639.6,-95533.3
17641.6,-95542.89999999998
17643.6,-95555.39999999998
17645.6,-95568.5
17647.6,-95581.50000000001
17649.6,-95595.1
17651.6,-95607.35000000002
17653.6,-95612.85000000002
17655.6,-95606.3
17657.6,-95584.90000000001
17659.6,-95547.65000000001
17661.6,-95494.45
17663.6,-95421.7
17665.6,-95320.05
17667.6,-95184.90000000001
17669.6,-95028.40000000001
17671.6,-94869.85
17673.6,-94713.85000000002
17675.6,-94551.25000000001
17677.6,-94385.0
17679.6,-94240.09999999999
17681.6,-94138.4
17683.6,-94074.15000000001
17685.6,-94026.75000000001
17687.6,-93988.6
17689.6,-93966.25000000001
17691.6,-93960.45000000001
17693.6,-93960.5
17695.6,-93958.40000000001
17697.6,-93958.45000000001
17699.6,-93972.9
17701.6,-94012.5
17703.6,-94079.75
17705.6,-94168.7
17707.6,-94273.20000000001
17709.6,-94392.45
17711.57,-94527.70000000001
17713.55,-94676.35000000002
17715.53,-94830.0
17717.5,-94972.65000000001
17719.5,-95084.75000000001
17721.5,-95158.75000000003
17723.5,-95204.45000000001
17725.5,-95230.05000000002
17727.5,-95230.15000000001
17729.5,-95205.2
17731.5,-95175.7
17733.5,-95161.54999999999
17735.5,-95161.24999999999
17737.5,-95161.3
17739.5,-95152.54999999999
17741.5,-95135.15
17743.5,-95119.09999999999
17745.5,-95115.9
17747.5,-95121.15000000001
17749.5,-95117.85
17751.5,-95101.45
17753.5,-95085.55
17755.5,-95078.25
17757.5,-95071.0
17759.5,-95055.3
17761.5,-95036.15
17763.5,-95023.84999999999
17765.5,-95020.19999999998
17767.5,-95017.75
17769.5,-95009.15000000001
17771.5,-94993.85000000002
17773.5,-94976.00000000001
17775.5,-94957.85
17777.5,-94937.95000000001
17779.5,-94915.85
17781.5,-94894.70000000001
17783.5,-94877.15000000001
17785.5,-94862.8
17787.5,-94850.94999999998
17789.5,-94841.45
17791.47,-94831.15
17793.45,-94816.40000000001
17795.43,-94800.65000000001
17797.4,-94790.65000000002
17799.4,-94783.0
17801.4,-94764.75
17803.4,-94732.55
17805.4,-94700.45
17807.4,-94682.04999999999
17809.4,-94673.04999999999
17811.4,-94659.8
17813.4,-94638.40000000001
17815.4,-94618.85
17817.4,-94610.65000000001
17819.4,-94609.3
17821.4,-94600.3
17823.4,-94577.7
17825.4,-94550.99999999999
17827.4,-94531.15000000001
17829.4,-94517.00000000001
17831.4,-94500.50000000001
17833.4,-94477.80000000002
17835.4,-94451.15000000002
17837.4,-94426.60000000002
17839.4,-94410.1
17841.4,-94400.59999999999
17843.4,-94389.9
17845.4,-94373.34999999999
17847.4,-94354.39999999998
17849.4,-94336.2
17851.4,-94316.90000000001
17853.4,-94294.40000000001
17855.4,-94268.55
17857.4,-94241.65
17859.4,-94219.75
17861.4,-94206.45
17863.4,-94193.2
17865.4,-94168.75000000001
17867.4,-94137.00000000001
17869.4,-94112.15000000001
17871.38,-94098.0
17873.35,-94084.34999999999
17875.32,-94061.65
17877.3,-94030.54999999999
17879.3,-94000.15
17881.3,-93977.8
17883.3,-93957.25
17885.3,-93925.85
17887.3,-93887.90000000001
17889.3,-93861.35
17891.3,-93847.20000000001
17893.3,-93830.00000000001
17895.3,-93808.15000000001
17897.3,-93791.05000000002
17899.3,-93774.60000000002
17901.3,-93752.85000000002
17903.3,-93736.45000000001
17905.3,-93728.84999999999
17907.3,-93712.65000000001
17909.3,-93681.45000000001
17911.3,-93652.65
17913.3,-93637.34999999999
17915.3,-93629.65
17917.3,-93624.34999999999
17919.3,-93618.1
17921.3,-93606.80000000002
17923.3,-93599.30000000002
17925.3,-93609.10000000002
17927.3,-93624.40000000001
17929.3,-93620.75
17931.3,-93603.45
17933.3,-93597.7
17935.3,-93603.49999999999
17937.3,-93601.59999999999
17939.3,-93591.2
17941.3,-93584.49999999999
17943.3,-93582.59999999999
17945.3,-93585.45
17947.3,-93597.70000000001
17949.3,-93611.70000000001
17951.28,-93615.6
17953.25,-93617.95000000001
17955.22,-93632.15
17957.2,-93650.85
17959.2,-93662.80000000002
17961.2,-93672.6
17963.2,-93686.20000000003
17965.2,-93700.75000000003
17967.2,-93716.55
17969.2,-93737.40000000001
17971.2,-93760.1
17973.2,-93778.8
17975.2,-93794.90000000001
17977.2,-93815.0
17979.2,-93842.5
17981.2,-93872.25
17983.2,-93894.2
17985.2,-93907.59999999999
17987.2,-93926.25
17989.2,-93957.9
17991.2,-93988.65
17993.2,-94002.34999999999
17995.2,-94005.34999999999
17997.2,-94015.84999999999
17999.2,-94037.9
18001.2,-94058.3
18003.2,-94064.85000000002
18005.2,-94060.90000000001
18007.2,-94060.8
18009.2,-94071.85
18011.2,-94084.4
18013.2,-94086.25000000003
18015.2,-94079.85000000002
18017.2,-94075.25
18019.2,-94075.90000000001
18021.2,-94080.30000000002
18023.2,-94086.80000000002
18025.2,-94090.3
18027.2,-94086.15
18029.2,-94080.6
18031.18,-94084.45
18033.15,-94096.9
18035.13,-94107.29999999999
18037.1,-94110.35
18039.1,-94110.20000000001
18041.1,-94113.70000000001
18043.1,-94122.45000000001
18045.1,-94129.7
18047.1,-94129.04999999999
18049.1,-94125.9
18051.1,-94130.84999999999
18053.1,-94142.39999999998
18055.1,-94148.65
18057.1,-94144.55
18059.1,-94136.15000000001
18061.1,-94130.55000000002
18063.1,-94128.35000000002
18065.1,-94123.30000000002
18067.1,-94109.80000000002
18069.1,-94092.65000000001
18071.1,-94082.50000000001
18073.1,-94079.55
18075.1,-94072.10000000002
18077.1,-94054.75000000001
18079.1,-94037.35
18081.1,-94031.3
18083.1,-94035.55000000002
18085.1,-94039.85
18087.1,-94036.70000000001
18089.1,-94027.8
18091.1,-94020.9
18093.1,-94021.45
18095.1,-94027.05
18097.1,-94030.95
18099.1,-94031.14999999998
18101.1,-94032.5
18103.1,-94039.9
18105.1,-94052.95
18107.1,-94067.09999999999
18109.1,-94077.15
18111.07,-94081.9
18113.05,-94087.9
18115.03,-94103.05
18117.0,-94123.5
18119.0,-94134.84999999998
18121.0,-94132.04999999997
18123.0,-94127.45
18125.0,-94131.8
18127.0,-94138.45
18129.0,-94136.7
18131.0,-94130.40000000001
18133.0,-94132.0
18135.0,-94144.45
18137.0,-94157.65
18139.0,-94159.89999999998
18141.0,-94150.74999999999
18143.0,-94143.15
18145.0,-94148.4
18147.0,-94160.3
18149.0,-94163.3
18151.0,-94154.5
18153.0,-94144.45
18155.0,-94140.55000000002
18157.0,-94141.20000000001
18159.0,-94142.90000000002
18161.0,-94142.60000000003
18163.0,-94139.40000000002
18165.0,-94138.55000000002
18167.0,-94146.60000000002
18169.0,-94160.0
18171.0,-94167.65
18173.0,-94164.7
18175.0,-94157.3
18177.0,-94154.25000000001
18179.0,-94157.40000000002
18181.0,-94159.70000000001
18183.0,-94154.50000000001
18185.0,-94146.55
18187.0,-94147.40000000001
18189.0,-94158.24999999999
18190.97,-94166.9
18192.95,-94165.2
18194.93,-94160.34999999999
18196.9,-94163.65
18198.9,-94174.95
18200.9,-94183.65000000001
18202.9,-94182.65
18204.9,-94176.55000000002
18206.9,-94174.70000000003
18208.9,-94179.00000000003
18210.9,-94181.70000000003
18212.9,-94176.75
18214.9,-94170.3
18216.9,-94174.30000000002
18218.9,-94189.45000000001
18220.9,-94202.45000000001
18222.9,-94203.7
18224.9,-94199.2
18226.9,-94198.7
18228.9,-94202.54999999999
18230.9,-94205.3
18232.9,-94204.0
18234.9,-94198.15
18236.9,-94190.4
18238.9,-94186.99999999999
18240.9,-94190.49999999999
18242.9,-94194.9
18244.9,-94193.55
18246.9,-94188.05
18248.9,-94185.85
18250.9,-94192.15000000001
18252.9,-94203.0
18254.9,-94206.65
18256.9,-94197.8
18258.9,-94187.75
18260.9,-94189.75
18262.9,-94198.0
18264.9,-94196.44999999998
18266.9,-94184.9
18268.9,-94180.19999999998
18270.88,-94192.85
18272.85,-94213.55000000002
18274.82,-94226.25000000001
18276.8,-94228.25
18278.8,-94231.55
18280.8,-94245.10000000002
18282.8,-94262.65000000001
18284.8,-94274.05
18286.8,-94279.3
18288.8,-94283.95
18290.8,-94288.75
18292.8,-94292.55
18294.8,-94296.54999999999
18296.8,-94300.05
18298.8,-94300.8
18300.8,-94301.45
18302.8,-94307.29999999999
18304.8,-94316.7
18306.8,-94322.55
18308.8,-94321.60000000002
18310.8,-94316.35000000002
18312.8,-94311.85000000002
18314.8,-94311.85000000002
18316.8,-94312.70000000001
18318.8,-94305.75000000001
18320.8,-94292.20000000001
18322.8,-94284.75000000001
18324.8,-94285.75000000001
18326.8,-94280.70000000001
18328.8,-94263.2
18330.8,-94248.04999999999
18332.8,-94248.4
18334.8,-94256.84999999999
18336.8,-94258.84999999999
18338.8,-94250.59999999998
18340.8,-94239.29999999999
18342.8,-94232.85
18344.8,-94232.2
18346.8,-94229.85
18348.8,-94218.9
18350.78,-94203.04999999999
18352.75,-94191.65
18354.72,-94185.44999999998
18356.7,-94176.3
18358.7,-94160.84999999999
18360.7,-94145.1
18362.7,-94135.85
18364.7,-94136.70000000001
18366.7,-94149.15000000001
18368.7,-94167.95000000001
18370.7,-94181.55
18372.7,-94186.45
18374.7,-94193.15
18376.7,-94208.55
18378.7,-94225.35
18380.7,-94234.85
18382.7,-94241.09999999999
18384.7,-94255.40000000001
18386.7,-94281.95000000001
18388.7,-94310.04999999999
18390.7,-94325.9
18392.7,-94333.75000000001
18394.7,-94351.15000000001
18396.7,-94380.8
18398.7,-94408.6
18400.7,-94428.95
18402.7,-94444.79999999999
18404.7,-94452.59999999999
18406.7,-94453.59999999999
18408.7,-94460.4
18410.7,-94471.8
18412.7,-94472.65
18414.7,-94467.25
18416.7,-94476.1
18418.7,-94500.5
18420.7,-94526.3
18422.7,-94548.65
18424.7,-94566.59999999999
18426.7,-94575.99999999997
18428.7,-94585.24999999999
18430.68,-94607.25
18432.65,-94628.20000000001
18434.63,-94618.95000000001
18436.6,-94577.15000000001
18438.6,-94521.70000000001
18440.6,-94452.40000000001
18442.6,-94352.55
18444.6,-94221.05000000002
18446.6,-94070.95000000001
18448.6,-93911.05
18450.6,-93750.75
18452.6,-93601.55
18454.6,-93465.00000000001
18456.6,-93342.84999999999
18458.6,-93252.25
18460.6,-93205.95000000001
18462.6,-93192.35000000002
18464.6,-93192.30000000002
18466.6,-93197.40000000001
18468.6,-93203.75000000001
18470.6,-93208.35000000002
18472.6,-93214.85
18474.6,-93230.90000000002
18476.6,-93260.70000000001
18478.6,-93306.95000000001
18480.6,-93376.45000000001
18482.6,-93476.90000000001
18484.6,-93607.15000000001
18486.6,-93754.15000000001
18488.6,-93905.40000000001
18490.6,-94059.40000000001
18492.6,-94216.90000000001
18494.6,-94366.50000000001
18496.6,-94487.05
18498.6,-94563.75
18500.6,-94598.9
18502.6,-94608.15
18504.6,-94606.85
18506.6,-94600.55
18508.6,-94588.75000000001
18510.57,-94575.15000000001
18512.55,-94569.75
18514.53,-94579.20000000001
18516.5,-94597.80000000002
18518.5,-94612.80000000002
18520.5,-94619.35
18522.5,-94626.6
18524.5,-94643.84999999999
18526.5,-94666.34999999999
18528.5,-94682.1
18530.5,-94688.6
18532.5,-94693.79999999999
18534.5,-94703.45
18536.5,-94715.54999999999
18538.5,-94724.49999999999
18540.5,-94725.74999999999
18542.5,-94719.2
18544.5,-94710.7
18546.5,-94706.45000000001
18548.5,-94706.4
18550.5,-94705.75
18552.5,-94701.6
18554.5,-94696.5
18556.5,-94696.79999999999
18558.5,-94704.19999999998
18560.5,-94709.94999999998
18562.5,-94704.74999999999
18564.5,-94693.5
18566.5,-94689.0
18568.5,-94692.54999999999
18570.5,-94692.74999999999
18572.5,-94682.54999999999
18574.5,-94668.04999999999
18576.5,-94660.59999999999
18578.5,-94664.25
18580.5,-94671.1
18582.5,-94671.20000000003
18584.5,-94666.70000000001
18586.5,-94668.50000000001
18588.5,-94678.50000000001
18590.47,-94686.65000000001
18592.45,-94686.05000000002
18594.43,-94680.65000000001
18596.4,-94677.60000000002
18598.4,-94680.30000000003
18600.4,-94687.6
18602.4,-94694.40000000001
18604.4,-94695.75000000001
18606.4,-94691.7
18608.4,-94686.15000000002
18610.4,-94680.95000000001
18612.4,-94673.65000000001
18614.4,-94661.2
18616.4,-94644.7
18618.4,-94630.25
18620.4,-94621.75000000001
18622.4,-94613.50000000001
18624.4,-94597.00000000003
18626.4,-94573.85000000002
18628.4,-94554.25000000001
18630.4,-94542.95000000001
18632.4,-94533.84999999999
18634.4,-94518.7
18636.4,-94496.49999999999
18638.4,-94473.34999999999
18640.4,-94453.69999999998
18642.4,-94433.95000000001
18644.4,-94408.55000000002
18646.4,-94380.6
18648.4,-94358.9
18650.4,-94346.59999999999
18652.4,-94338.4
18654.4,-94326.49999999999
18656.4,-94307.84999999999
18658.4,-94288.2
18660.4,-94276.45000000001
18662.4,-94271.04999999999
18664.4,-94259.95
18666.4,-94238.6
18668.4,-94217.45
18670.38,-94206.7
18672.35,-94203.9
18674.32,-94200.3
18676.3,-94191.1
18678.3,-94178.65000000001
18680.3,-94170.35
18682.3,-94172.05
18684.3,-94181.40000000001
18686.3,-94190.60000000002
18688.3,-94195.20000000003
18690.3,-94197.30000000002
18692.3,-94201.90000000001
18694.3,-94211.05
18696.3,-94219.50000000001
18698.3,-94219.25000000001
18700.3,-94211.9
18702.3,-94210.2
18704.3,-94220.6
18706.3,-94232.65000000001
18708.3,-94234.25000000001
18710.3,-94229.75000000001
18712.3,-94232.80000000002
18714.3,-94246.25
18716.3,-94260.1
18718.3,-94268.05000000002
18720.3,-94276.45
