t,lead_I
6048.25,-112176.45
6050.23,-112167.09999999999
6052.2,-112162.65000000001
6054.2,-112163.75
6056.2,-112165.75000000001
6058.2,-112165.1
6060.2,-112163.8
6062.2,-112165.55
6064.2,-112171.04999999999
6066.2,-112179.8
6068.2,-112190.4
6070.2,-112198.49999999997
6072.2,-112200.84999999999
6074.2,-112201.8
6076.2,-112206.30000000002
6078.2,-112209.55000000002
6080.2,-112204.65000000001
6082.2,-112196.8
6084.2,-112198.1
6086.2,-112209.50000000001
6088.2,-112218.95000000001
6090.2,-112217.3
6092.2,-112209.15000000001
6094.2,-112207.25
6096.2,-112217.50000000001
6098.2,-112231.00000000001
6100.2,-112234.65000000001
6102.2,-112228.0
6104.2,-112222.49999999999
6106.2,-112223.49999999999
6108.2,-112223.34999999999
6110.2,-112214.2
6112.2,-112199.45000000001
6114.2,-112189.20000000003
6116.2,-112188.90000000001
6118.2,-112194.10000000002
6120.2,-112196.10000000002
6122.2,-112193.10000000002
6124.2,-112191.75000000001
6126.18,-112195.6
6128.15,-112198.84999999999
6130.13,-112195.14999999998
6132.1,-112184.9
6134.1,-112170.65000000001
6136.1,-112155.00000000001
6138.1,-112143.55000000002
6140.1,-112139.45000000001
6142.1,-112136.5
6144.1,-112127.70000000001
6146.1,-112117.95000000001
6148.1,-112117.30000000002
6150.1,-112124.60000000002
6152.1,-112127.45000000001
6154.1,-112118.35000000002
6156.1,-112104.55
6158.1,-112099.05
6160.1,-112103.00000000001
6162.1,-112102.55000000002
6164.1,-112087.05000000002
6166.1,-112066.05
6168.1,-112058.79999999999
6170.1,-112067.65
6172.1,-112074.25
6174.1,-112067.2
6176.1,-112058.1
6178.1,-112061.35
6180.1,-112071.90000000001
6182.1,-112075.3
6184.1,-112067.84999999999
6186.1,-112056.44999999998
6188.1,-112049.09999999999
6190.1,-112050.34999999999
6192.1,-112056.45000000001
6194.1,-112056.30000000002
6196.1,-112046.75000000001
6198.1,-112037.15
6200.1,-112030.79999999999
6202.1,-112021.24999999999
6204.1,-112011.25
6206.08,-112006.74999999999
6208.05,-111996.04999999999
6210.03,-111970.15
6212.0,-111947.84999999999
6214.0,-111941.95000000001
6216.0,-111930.2
6218.0,-111896.45000000001
6220.0,-111862.60000000002
6222.0,-111849.6
6224.0,-111846.9
6226.0,-111837.25
6228.0,-111815.85000000002
6230.0,-111785.65000000002
6232.0,-111760.20000000004
6234.0,-111755.80000000002
6236.0,-111764.00000000003
6238.0,-111759.25000000001
6240.0,-111740.65000000001
6242.0,-111729.90000000001
6244.0,-111729.40000000001
6246.0,-111724.09999999999
6248.0,-111716.9
6250.0,-111720.4
6252.0,-111727.95
6254.0,-111730.05
6256.0,-111735.6
6258.0,-111747.65000000001
6260.0,-111750.6
6262.0,-111740.30000000002
6264.0,-111732.85000000002
6266.0,-111735.35
6268.0,-111738.60000000002
6270.0,-111736.10000000003
6272.0,-111727.95000000003
6274.0,-111715.75
6276.0,-111705.79999999999
6278.0,-111703.84999999999
6280.0,-111705.25
6282.0,-111702.95
6284.0,-111700.90000000001
6285.98,-111705.8
6287.95,-111712.75000000001
6289.93,-111711.20000000003
6291.9,-111701.55000000002
6293.9,-111695.15000000002
6295.9,-111700.35000000002
6297.9,-111715.15000000002
6299.9,-111731.15000000002
6301.9,-111740.95000000001
6303.9,-111744.35
6305.9,-111747.65
6307.9,-111752.24999999999
6309.9,-111747.45
6311.9,-111719.85
6313.9,-111664.25000000001
6315.9,-111580.65000000002
6317.9,-111470.15000000002
6319.9,-111337.50000000003
6321.9,-111189.10000000003
6323.9,-111028.15000000001
6325.9,-110860.90000000001
6327.9,-110703.75000000001
6329.9,-110574.05
6331.9,-110474.60000000002
6333.9,-110396.85000000002
6335.9,-110339.05
6337.9,-110310.75000000003
6339.9,-110314.80000000002
6341.9,-110332.95000000003
6343.9,-110340.35000000002
6345.9,-110331.15000000001
6347.9,-110321.45
6349.9,-110327.84999999999
6351.9,-110352.3
6353.9,-110389.35
6355.9,-110441.65
6357.9,-110520.70000000001
6359.9,-110631.20000000001
6361.9,-110760.55000000003
6363.8,-110889.80000000002
6365.8,-111011.7
6367.8,-111128.95
6369.8,-111236.40000000001
6371.8,-111318.05
6373.8,-111362.85000000002
6375.8,-111371.60000000002
6377.8,-111349.60000000002
6379.8,-111306.40000000002
6381.8,-111259.70000000003
6383.8,-111223.95000000001
6385.8,-111196.95000000001
6387.8,-111170.35
6389.8,-111147.1
6391.8,-111136.25
6393.8,-111135.95000000001
6395.8,-111133.1
6397.8,-111120.05000000002
6399.8,-111103.50000000001
6401.8,-111094.35
6403.8,-111092.35
6405.8,-111086.85
6407.8,-111071.95
6409.8,-111054.1
6411.8,-111042.8
6413.8,-111038.70000000001
6415.8,-111033.05000000002
6417.8,-111017.35000000002
6419.8,-110993.05000000002
6421.8,-110970.65000000002
6423.8,-110955.3
6425.8,-110938.8
6427.8,-110912.70000000001
6429.8,-110881.60000000002
6431.8,-110855.65000000002
6433.8,-110837.5
6435.8,-110823.6
6437.8,-110809.6
6439.8,-110791.90000000001
6441.8,-110771.40000000002
6443.7,-110753.65000000001
6445.7,-110739.55
6447.7,-110722.95000000001
6449.7,-110701.45000000001
6451.7,-110680.05000000002
6453.7,-110662.30000000002
6455.7,-110645.05000000002
6457.7,-110622.55000000002
6459.7,-110592.15000000001
6461.7,-110558.05000000002
6463.7,-110529.5
6465.7,-110510.24999999999
6467.7,-110491.9
6469.7,-110464.19999999998
6471.7,-110428.34999999999
6473.7,-110394.45
6475.7,-110367.79999999999
6477.7,-110343.0
6479.7,-110311.00000000001
6481.7,-110270.15000000001
6483.7,-110229.30000000002
6485.7,-110197.00000000003
6487.7,-110169.00000000003
6489.7,-110133.20000000003
6491.7,-110088.75000000003
6493.7,-110049.40000000001
6495.7,-110024.45
6497.7,-110007.40000000001
6499.7,-109986.69999999998
6501.7,-109958.90000000001
6503.7,-109928.50000000001
6505.7,-109902.3
6507.7,-109882.85
6509.7,-109864.25000000001
6511.7,-109837.95000000003
6513.7,-109804.70000000001
6515.68,-109773.15000000001
6517.65,-109746.25000000001
6519.63,-109718.25000000001
6521.6,-109685.80000000002
6523.6,-109652.90000000001
6525.6,-109624.0
6527.6,-109599.84999999999
6529.6,-109578.99999999999
6531.6,-109555.45000000001
6533.6,-109521.15000000002
6535.6,-109479.60000000003
6537.6,-109446.50000000003
6539.6,-109427.40000000001
6541.6,-109407.55
6543.6,-109375.05
6545.6,-109338.3
6547.6,-109310.6
6549.6,-109290.75
6551.6,-109267.8
6553.6,-109236.95
6555.6,-109206.84999999999
6557.6,-109190.8
6559.6,-109188.30000000002
6561.6,-109181.05000000002
6563.6,-109156.00000000001
6565.6,-109122.3
6567.6,-109095.65000000001
6569.6,-109076.85000000002
6571.6,-109056.6
6573.6,-109030.15000000001
6575.6,-108999.10000000002
6577.6,-108966.85
6579.6,-108937.35
6581.6,-108913.45000000001
6583.6,-108893.40000000001
6585.6,-108872.60000000002
6587.6,-108850.1
6589.6,-108831.20000000001
6591.6,-108819.65000000001
6593.6,-108808.45000000001
6595.58,-108786.85
6597.55,-108757.0
6599.53,-108733.95
6601.5,-108726.95
6603.5,-108728.75
6605.5,-108726.65000000001
6607.5,-108717.35
6609.5,-108710.0
6611.5,-108715.45
6613.5,-108731.90000000001
6615.5,-108745.15000000001
6617.5,-108748.6
6619.5,-108753.05
6621.5,-108767.6
6623.5,-108783.95000000001
6625.5,-108790.30000000003
6627.5,-108788.10000000002
6629.5,-108785.55000000002
6631.5,-108787.00000000001
6633.5,-108792.80000000002
6635.5,-108798.35
6637.5,-108796.55
6639.5,-108789.6
6641.5,-108786.95
6643.5,-108788.25
6645.5,-108783.95000000001
6647.5,-108772.45000000001
6649.5,-108759.55
6651.5,-108747.65000000002
6653.5,-108738.25
6655.5,-108734.1
6657.5,-108730.5
6659.5,-108719.15
6661.5,-108703.5
6663.5,-108695.34999999999
6665.5,-108696.19999999998
6667.5,-108694.4
6669.5,-108680.7
6671.5,-108658.1
6673.5,-108636.90000000002
6675.48,-108622.25000000003
6677.45,-108607.40000000002
6679.43,-108582.15000000002
6681.4,-108548.90000000002
6683.4,-108522.20000000003
6685.4,-108508.95000000003
6687.4,-108498.90000000001
6689.4,-108480.05
6691.4,-108453.7
6693.4,-108428.75
6695.4,-108407.4
6697.4,-108381.6
6699.4,-108344.05
6701.4,-108301.70000000001
6703.4,-108268.5
6705.4,-108244.34999999999
6707.4,-108219.0
6709.4,-108195.55
6711.4,-108183.1
6713.4,-108172.6
6715.4,-108153.75000000001
6717.4,-108139.55000000002
6719.4,-108140.55000000002
6721.4,-108139.50000000001
6723.4,-108122.80000000002
6725.4,-108105.45000000001
6727.4,-108102.05000000002
6729.4,-108105.20000000001
6731.4,-108104.1
6733.4,-108096.8
6735.4,-108085.05
6737.4,-108078.35
6739.4,-108088.85
6741.4,-108106.75
6743.4,-108106.85
6745.4,-108089.85
6747.4,-108081.75000000001
6749.4,-108085.90000000001
6751.4,-108080.40000000001
6753.4,-108064.10000000002
6755.38,-108055.75000000001
6757.35,-108054.65000000001
6759.33,-108048.5
6761.3,-108043.15000000001
6763.3,-108044.25000000001
6765.3,-108039.1
6767.3,-108024.0
6769.3,-108014.15
6771.3,-108014.4
6773.3,-108014.9
6775.3,-108013.49999999999
6777.3,-108012.5
6779.3,-108006.90000000001
6781.3,-107995.3
6783.3,-107983.2
6785.3,-107968.25
6787.3,-107944.45
6789.3,-107920.25000000001
6791.3,-107909.60000000002
6793.3,-107908.15000000002
6795.3,-107897.85000000003
6797.3,-107873.05000000003
6799.3,-107846.60000000002
6801.3,-107831.80000000002
6803.3,-107826.65
6805.3,-107818.05
6807.3,-107797.20000000001
6809.3,-107768.85
6811.3,-107743.2
6813.3,-107722.85
6815.3,-107702.40000000001
6817.3,-107677.55000000002
6819.3,-107649.1
6821.3,-107622.25000000001
6823.3,-107604.30000000002
6825.3,-107597.10000000002
6827.3,-107591.70000000001
6829.3,-107578.45000000001
6831.3,-107559.15000000001
6833.3,-107541.65000000001
6835.28,-107526.95000000001
6837.25,-107508.80000000002
6839.23,-107482.65000000001
6841.2,-107451.25000000001
6843.2,-107423.45000000001
6845.2,-107404.25
6847.2,-107385.95
6849.2,-107356.35
6851.2,-107315.55
6853.2,-107276.05000000002
6855.2,-107247.5
6857.2,-107226.90000000001
6859.2,-107203.45000000001
6861.2,-107170.55
6863.2,-107134.0
6865.2,-107104.65
6867.2,-107082.85
6869.2,-107058.90000000001
6871.2,-107029.95000000003
6873.2,-107005.70000000004
6875.2,-106994.85000000003
6877.2,-106993.35000000003
6879.2,-106989.95000000003
6881.2,-106978.75000000001
6883.2,-106963.65000000001
6885.2,-106951.15000000001
6887.2,-106943.90000000002
6889.2,-106941.20000000003
6891.2,-106941.05000000002
6893.2,-106940.95000000001
6895.2,-106940.45
6897.2,-106941.34999999999
6899.2,-106942.84999999999
6901.2,-106941.3
6903.2,-106935.65000000001
6905.2,-106928.55
6907.2,-106923.00000000001
6909.2,-106918.75000000001
6911.2,-106909.8
6913.1,-106889.55
6915.1,-106863.2
6917.1,-106845.50000000001
6919.1,-106839.45
6921.1,-106830.55
6923.1,-106810.00000000001
6925.1,-106789.3
6927.1,-106783.10000000002
6929.1,-106790.15000000002
6931.1,-106797.90000000002
6933.1,-106797.3
6935.1,-106790.55
6937.1,-106789.1
6939.1,-106799.34999999999
6941.1,-106809.6
6943.1,-106801.75000000001
6945.1,-106772.95000000001
6947.1,-106730.65000000001
6949.1,-106672.70000000001
6951.1,-106589.35000000002
6953.1,-106478.2
6955.1,-106344.2
6957.1,-106193.25
6959.1,-106034.49999999999
6961.1,-105878.34999999999
6963.1,-105731.65
6965.1,-105602.1
6967.1,-105500.6
6969.1,-105431.80000000002
6971.1,-105392.40000000001
6973.1,-105378.45000000001
6975.1,-105381.25
6977.1,-105384.59999999999
6979.1,-105381.74999999999
6981.1,-105383.25
6983.1,-105395.95
6985.08,-105412.80000000002
6987.05,-105434.0
6989.03,-105477.95
6991.0,-105559.15000000001
6993.0,-105669.05000000002
6995.0,-105787.80000000002
6997.0,-105908.3
6999.0,-106037.70000000001
7001.0,-106178.75
7003.0,-106315.84999999999
7005.0,-106424.75
7007.0,-106493.25
7009.0,-106528.3
7011.0,-106540.95
7013.0,-106532.35000000002
7015.0,-106501.25000000001
7017.0,-106458.00000000001
7019.0,-106419.50000000001
7021.0,-106392.40000000001
7023.0,-106370.60000000002
7025.0,-106347.15000000002
7027.0,-106321.15000000001
7029.0,-106296.3
7031.0,-106277.5
7033.0,-106266.4
7035.0,-106259.2
7037.0,-106250.3
7039.0,-106238.55
7041.0,-106227.10000000002
7043.0,-106218.75000000001
7045.0,-106212.50000000001
7047.0,-106203.29999999999
7049.0,-106186.2
7051.0,-106164.9
7053.0,-106149.40000000001
7055.0,-106140.75000000001
7057.0,-106126.65000000001
7059.0,-106100.6
7061.0,-106073.65000000001
7063.0,-106059.60000000002
7064.98,-106058.35
7066.95,-106058.80000000002
7068.93,-106049.55
7070.9,-106029.65000000001
7072.9,-106011.85
7074.9,-106006.35
7076.9,-106002.5
7078.9,-105984.95
7080.9,-105961.09999999999
7082.9,-105950.1
7084.9,-105952.55000000002
7086.9,-105954.15000000001
7088.9,-105949.25
7090.9,-105940.85
7092.9,-105930.7
7094.9,-105922.24999999999
7096.9,-105919.9
7098.9,-105918.15
7100.9,-105906.74999999999
7102.9,-105886.75
7104.9,-105866.6
7106.9,-105847.65
7108.9,-105826.20000000001
7110.9,-105801.85
7112.9,-105776.1
7114.9,-105751.65
7116.9,-105734.25
7118.9,-105723.3
7120.9,-105705.95000000001
7122.9,-105674.55
7124.9,-105641.4
7126.9,-105621.05
7128.9,-105607.0
7130.9,-105581.9
7132.9,-105544.20000000001
7134.9,-105509.75000000001
7136.9,-105489.05
7138.9,-105475.3
7140.9,-105456.65000000001
7142.9,-105431.45000000001
7144.88,-105408.1
7146.85,-105393.85
7148.83,-105386.1
7150.8,-105374.45000000001
7152.8,-105353.35000000002
7154.8,-105328.80000000002
7156.8,-105308.7
7158.8,-105292.15
7160.8,-105274.6
7162.8,-105253.95
7164.8,-105228.4
7166.8,-105199.44999999998
7168.8,-105176.55
7170.8,-105166.19999999998
7172.8,-105160.09999999998
7174.8,-105146.84999999998
7176.8,-105129.04999999999
7178.8,-105117.35
7180.8,-105113.75
7182.8,-105110.09999999999
7184.8,-105100.40000000001
7186.8,-105088.50000000001
7188.8,-105084.75000000001
7190.8,-105093.20000000001
7192.8,-105103.5
7194.8,-105102.75
7196.8,-105094.40000000001
7198.8,-105094.05
7200.8,-105105.75
7202.8,-105117.25000000001
7204.8,-105119.55
7206.8,-105117.70000000001
7208.8,-105120.95
7210.8,-105130.8
7212.8,-105137.70000000001
7214.8,-105130.65000000001
7216.8,-105114.70000000001
7218.8,-105107.50000000001
7220.8,-105112.1
7222.8,-105114.60000000002
7224.78,-105112.5
7226.75,-105114.65
7228.73,-105114.2
7230.7,-105101.1
7232.7,-105090.55
7234.7,-105099.10000000002
7236.7,-105111.95
7238.7,-105110.15000000001
7240.7,-105103.1
7242.7,-105105.85
7244.7,-105114.05
7246.7,-105117.84999999999
7248.7,-105115.04999999999
7250.7,-105107.19999999998
7252.7,-105104.45
7254.7,-105121.05
7256.7,-105149.75
7258.7,-105165.00000000001
7260.7,-105165.05000000002
7262.7,-105176.40000000001
7264.7,-105205.35
7266.7,-105227.40000000001
7268.7,-105232.45
7270.7,-105236.69999999998
7272.7,-105247.24999999999
7274.7,-105255.49999999999
7276.7,-105259.54999999999
7278.7,-105261.59999999999
7280.7,-105258.95
7282.7,-105256.0
7284.7,-105262.40000000001
7286.7,-105274.45000000001
7288.7,-105281.7
7290.7,-105285.34999999999
7292.7,-105289.04999999999
7294.7,-105288.15
7296.7,-105281.6
7298.7,-105275.29999999999
7300.7,-105267.45
7302.7,-105250.3
7304.68,-105228.8
7306.65,-105219.04999999999
7308.63,-105225.25
7310.6,-105232.3
7312.6,-105226.40000000001
7314.6,-105214.50000000001
7316.6,-105214.05
7318.6,-105227.84999999999
7320.6,-105240.24999999999
7322.6,-105238.59999999999
7324.6,-105227.84999999999
7326.6,-105220.25
7328.6,-105219.70000000001
7330.6,-105220.30000000002
7332.6,-105216.70000000001
7334.6,-105210.1
7336.6,-105204.50000000001
7338.6,-105201.40000000002
7340.6,-105199.20000000001
7342.6,-105194.75
7344.6,-105184.35
7346.6,-105166.95000000001
7348.6,-105147.45000000001
7350.6,-105131.55000000002
7352.6,-105117.50000000001
7354.6,-105098.35
7356.6,-105073.75
7358.6,-105051.75
7360.6,-105036.85
7362.6,-105024.3
7364.6,-105009.19999999998
7366.6,-104993.9
7368.6,-104984.5
7370.6,-104984.75
7372.6,-104990.8
7374.6,-104992.0
7376.6,-104984.05000000002
7378.6,-104977.65000000001
7380.6,-104983.40000000002
7382.6,-104994.40000000001
7384.58,-104997.1
7386.55,-104991.7
7388.53,-104991.15
7390.5,-105005.25
7392.5,-105030.0
7394.5,-105051.05
7396.5,-105059.75
7398.5,-105064.35
7400.5,-105077.45000000003
7402.5,-105097.15000000004
7404.5,-105110.80000000003
7406.5,-105112.20000000003
7408.5,-105105.70000000001
7410.5,-105099.75
7412.5,-105100.95
7414.5,-105108.9
7416.5,-105115.79999999999
7418.5,-105117.1
7420.5,-105118.55000000002
7422.5,-105128.35000000002
7424.5,-105145.8
7426.5,-105161.6
7428.5,-105167.5
7430.5,-105164.65
7432.5,-105162.55000000002
7434.5,-105167.25
7436.5,-105172.40000000001
7438.5,-105167.8
7440.5,-105154.9
7442.5,-105146.7
7444.5,-105150.05
7446.5,-105155.70000000001
7448.5,-105150.75
7450.5,-105136.95
7452.5,-105127.40000000001
7454.5,-105125.35
7456.5,-105119.3
7458.5,-105100.85
7460.5,-105076.2
7462.4,-105055.30000000002
7464.4,-105040.70000000001
7466.4,-105029.00000000001
7468.4,-105014.80000000002
7470.4,-104995.65
7472.4,-104978.7
7474.4,-104973.7
7476.4,-104977.3
7478.4,-104977.5
7480.4,-104971.65000000001
7482.4,-104965.00000000001
7484.4,-104959.05
7486.4,-104954.35
7488.4,-104953.55
7490.4,-104951.84999999999
7492.4,-104941.69999999998
7494.4,-104930.74999999999
7496.4,-104932.24999999999
7498.4,-104940.1
7500.4,-104936.55
7502.4,-104920.75
7504.4,-104907.6
7506.4,-104904.55
7508.4,-104905.45
7510.4,-104900.4
7512.4,-104883.85
7514.4,-104861.15000000001
7516.4,-104846.60000000002
7518.4,-104845.1
7520.4,-104844.0
7522.4,-104834.2
7524.4,-104826.84999999999
7526.4,-104835.3
7528.4,-104852.85
7530.4,-104864.70000000001
7532.4,-104869.80000000002
7534.4,-104876.85000000002
7536.4,-104889.3
7538.4,-104905.55000000002
7540.4,-104924.6
7542.3,-104943.40000000001
7544.3,-104958.95000000001
7546.3,-104975.75000000001
7548.3,-104999.70000000001
7550.3,-105025.90000000001
7552.3,-105044.40000000002
7554.3,-105054.50000000001
7556.3,-105062.45
7558.3,-105071.55
7560.3,-105081.95
7562.3,-105091.3
7564.3,-105092.6
7566.3,-105083.25
7568.3,-105074.3
7570.3,-105074.55
7572.3,-105075.75
7574.3,-105068.35
7576.3,-105060.5
7578.3,-105065.25
7580.3,-105081.09999999999
7582.3,-105095.95
7584.3,-105100.99999999999
7586.3,-105097.45
7588.3,-105094.65
7590.3,-105096.95000000003
7592.3,-105091.35000000002
7594.3,-105059.50000000001
7596.3,-104999.85000000002
7598.3,-104923.35000000002
7600.3,-104832.20000000001
7602.3,-104719.40000000001
7604.3,-104585.20000000001
7606.3,-104440.25000000001
7608.3,-104295.55000000002
7610.3,-104158.90000000001
7612.3,-104038.45000000001
7614.28,-103942.75
7616.25,-103876.7
7618.23,-103840.30000000002
7620.2,-103831.20000000001
7622.2,-103844.55000000002
7624.2,-103869.20000000001
7626.2,-103890.95000000001
7628.2,-103904.95000000001
7630.2,-103920.90000000001
7632.2,-103951.25000000001
7634.2,-103997.40000000001
7636.2,-104052.60000000002
7638.2,-104116.85
7640.2,-104201.70000000001
7642.2,-104316.85
7644.2,-104455.20000000001
7646.2,-104597.20000000001
7648.2,-104730.85
7650.2,-104860.1
7652.2,-104986.3
7654.2,-105091.15000000001
7656.2,-105151.70000000001
7658.2,-105167.6
7660.2,-105158.30000000002
7662.2,-105138.65000000001
7664.2,-105111.25
7666.2,-105076.8
7668.2,-105039.65
7670.2,-105006.15
7672.2,-104982.8
7674.2,-104971.85
7676.2,-104967.2
7678.2,-104959.9
7680.2,-104947.7
7682.2,-104935.79999999999
7684.2,-104930.3
7686.2,-104932.55000000002
7688.2,-104937.00000000001
7690.2,-104934.45000000001
7692.2,-104922.45000000001
7694.18,-104910.6
7696.15,-104908.05
7698.13,-104907.7
7700.1,-104895.05
7702.1,-104872.54999999999
7704.1,-104858.5
7706.1,-104859.65
7708.1,-104861.5
7710.1,-104850.6
7712.1,-104832.0
7714.1,-104820.65
7716.1,-104824.14999999998
7718.1,-104833.64999999998
7720.1,-104833.94999999998
7722.1,-104825.65000000001
7724.1,-104823.5
7726.1,-104827.34999999999
7728.1,-104821.59999999999
7730.1,-104807.25
7732.1,-104799.15000000001
7734.1,-104794.75
7736.1,-104785.20000000001
7738.1,-104781.75000000001
7740.1,-104791.8
7742.1,-104796.4
7744.1,-104783.9
7746.1,-104770.75
7748.1,-104769.15000000001
7750.1,-104771.1
7752.1,-104768.85000000002
7754.1,-104758.50000000001
7756.1,-104734.60000000002
7758.1,-104705.90000000001
7760.1,-104691.35
7762.1,-104686.25000000001
7764.1,-104667.45000000001
7766.1,-104637.95
7768.1,-104622.45
7770.1,-104620.84999999999
7772.1,-104610.5
7774.08,-104586.45000000001
7776.05,-104559.25000000001
7778.03,-104530.05000000002
7780.0,-104499.55
7782.0,-104475.45
7784.0,-104453.25
7786.0,-104420.84999999999
7788.0,-104385.75
7790.0,-104363.95000000001
7792.0,-104350.90000000002
7794.0,-104332.90000000002
7796.0,-104310.90000000002
7798.0,-104292.05
7800.0,-104275.90000000001
7802.0,-104260.15000000001
7804.0,-104245.25
7806.0,-104228.35
7808.0,-104204.80000000002
7810.0,-104177.65
7812.0,-104157.35
7814.0,-104148.5
7816.0,-104141.6
7818.0,-104125.6
7820.0,-104104.1
7822.0,-104089.90000000001
7824.0,-104085.15
7826.0,-104078.89999999998
7828.0,-104062.65
7830.0,-104040.45000000001
7832.0,-104023.20000000003
7834.0,-104016.45000000001
7836.0,-104013.50000000001
7838.0,-104002.35
7840.0,-103981.1
7842.0,-103961.05000000002
7844.0,-103951.25000000001
7846.0,-103948.55
7848.0,-103945.55
7850.0,-103939.49999999999
7852.0,-103930.8
7853.98,-103921.84999999999
7855.95,-103917.50000000001
7857.93,-103918.1
7859.9,-103916.55000000002
7861.9,-103909.45000000003
7863.9,-103905.65000000002
7865.9,-103913.40000000001
7867.9,-103926.8
7869.9,-103933.75
7871.9,-103933.7
7873.9,-103938.8
7875.9,-103957.7
7877.9,-103984.59999999999
7879.9,-104005.74999999999
7881.9,-104015.2
7883.9,-104020.9
7885.9,-104033.40000000001
7887.9,-104051.85
7889.9,-104066.45000000001
7891.9,-104074.70000000003
7893.9,-104086.80000000002
7895.9,-104110.35000000002
7897.9,-104138.50000000001
7899.9,-104159.95000000001
7901.9,-104175.0
7903.9,-104192.5
7905.9,-104216.45
7907.9,-104242.35
7909.9,-104264.05
7911.9,-104278.65
7913.9,-104286.5
7915.9,-104291.8
7917.9,-104300.2
7919.9,-104312.7
7921.9,-104324.4
7923.9,-104332.85
7925.9,-104343.55
7927.9,-104361.84999999999
7929.9,-104383.75
7931.9,-104400.34999999999
7933.88,-104407.44999999998
7935.85,-104408.59999999998
7937.83,-104412.65
7939.8,-104426.05
7941.8,-104442.50000000001
7943.8,-104448.00000000001
7945.8,-104441.25
7947.8,-104437.1
7949.8,-104443.05
7951.8,-104447.50000000001
7953.8,-104440.15000000001
7955.8,-104428.6
7957.8,-104426.45
7959.8,-104436.15000000001
7961.8,-104447.65
7963.8,-104448.6
7965.8,-104437.10000000002
7967.8,-104425.80000000002
7969.8,-104425.40000000002
7971.8,-104428.65000000001
7973.8,-104424.25000000001
7975.8,-104416.7
7977.8,-104414.9
7979.8,-104414.80000000002
7981.8,-104409.35
7983.8,-104401.15000000001
7985.8,-104393.8
7987.8,-104386.95000000001
7989.8,-104384.3
7991.8,-104391.45000000001
7993.8,-104404.30000000002
7995.8,-104411.55
7997.8,-104408.45
7999.8,-104401.8
8001.8,-104402.35
8003.8,-104411.45
8005.8,-104418.5
8007.8,-104416.85
8009.8,-104416.99999999999
8011.8,-104431.45
8013.78,-104452.75000000001
8015.75,-104463.35
8017.73,-104461.60000000002
8019.7,-104462.75000000001
8021.7,-104477.5
8023.7,-104500.35
8025.7,-104517.70000000001
8027.7,-104523.55
8029.7,-104526.85000000002
8031.7,-104538.90000000002
8033.7,-104556.55
8035.7,-104569.20000000001
8037.7,-104577.15000000001
8039.7,-104589.70000000001
8041.7,-104609.00000000001
8043.7,-104629.60000000002
8045.7,-104646.90000000001
8047.7,-104658.80000000002
8049.7,-104666.40000000001
8051.7,-104675.20000000001
8053.7,-104688.75000000001
8055.7,-104702.95000000001
8057.7,-104712.25
8059.7,-104716.45
8061.7,-104719.25
8063.7,-104724.75000000001
8065.7,-104733.70000000001
8067.7,-104740.05000000002
8069.7,-104737.15000000001
8071.7,-104728.20000000003
8073.7,-104722.75000000001
8075.7,-104722.90000000001
8077.7,-104721.40000000001
8079.7,-104711.70000000001
8081.7,-104695.70000000001
8083.7,-104680.85
8085.7,-104671.1
8087.7,-104660.60000000002
8089.7,-104641.15000000002
8091.7,-104616.00000000003
8093.68,-104597.70000000003
8095.65,-104590.70000000001
8097.63,-104586.09999999999
8099.6,-104575.00000000001
8101.6,-104559.85
8103.6,-104550.35
8105.6,-104551.10000000002
8107.6,-104554.90000000002
8109.6,-104551.05000000003
8111.6,-104540.70000000001
8113.6,-104536.0
8115.6,-104542.5
8117.6,-104552.4
8119.6,-104557.0
8121.6,-104556.24999999999
8123.6,-104556.4
8125.6,-104563.50000000001
8127.6,-104577.6
8129.6,-104590.7
8131.6,-104595.59999999999
8133.6,-104594.29999999999
8135.6,-104593.84999999999
8137.6,-104596.9
8139.6,-104600.1
8141.6,-104597.5
8143.6,-104587.09999999999
8145.6,-104577.0
8147.6,-104577.35
8149.6,-104584.3
8151.6,-104582.6
8153.6,-104566.75
8155.6,-104547.6
8157.6,-104536.2
8159.6,-104530.25
8161.6,-104518.7
8163.6,-104496.05
8165.6,-104470.4
8167.6,-104454.2
8169.6,-104448.50000000001
8171.6,-104444.10000000002
8173.58,-104438.35
8175.55,-104438.35
8177.53,-104448.25
8179.5,-104464.70000000001
8181.5,-104482.9
8183.5,-104498.99999999999
8185.5,-104509.8
8187.5,-104517.04999999999
8189.5,-104526.3
8191.5,-104538.55
8193.5,-104548.45000000001
8195.5,-104553.65000000002
8197.5,-104559.8
8199.5,-104573.09999999999
8201.5,-104592.65
8203.5,-104611.44999999998
8205.5,-104623.5
8207.5,-104630.05
8209.5,-104638.45000000001
8211.5,-104651.70000000001
8213.5,-104660.7
8215.5,-104653.99999999999
8217.5,-104635.2
8219.5,-104622.0
8221.5,-104623.6
8223.5,-104626.3
8225.5,-104614.35
8227.5,-104598.3
8229.5,-104602.10000000002
8231.5,-104626.25
8233.5,-104651.7
8235.5,-104672.20000000001
8237.5,-104691.7
8239.5,-104705.65
8241.5,-104714.59999999999
8243.5,-104730.09999999999
8245.5,-104744.05
8247.5,-104728.35
8249.5,-104676.80000000002
8251.5,-104606.25000000001
8253.48,-104519.60000000002
8255.45,-104409.15000000001
8257.43,-104280.80000000002
8259.4,-104140.65000000002
8261.4,-103985.65000000001
8263.4,-103830.9
